Most Common Modern Characters
3581,哝,噥,nong2,garrulous
3582,酣,酣,han1,intoxicated
3583,麓,麓,lu4,foot of a hill
3584,钵,缽,bo1,alms bowl/small earthenware basin
3585,琅,瑯,lang2,(gem)/tinkling of pendants
3586,簸,簸,bo3/bo4,"to winnow, dust pan/toss (as waves)"
3587,禾,禾,he2,cereal/grain
3588,铢,銖,zhu1,forty-eighth part of a tael
3589,璧,璧,bi4,piece of jade with hole in center
3590,娠,娠,shen1,pregnant
3591,彗,彗,hui4,comet
3592,惋,惋,wan3,"regret, be sorry/alarmed"
3593,腋,腋,ye4,armpit
3594,螂,螂,lang2,dragonfly/mantis
3595,阪,阪,ban3,a slope/hillside
3596,掣,掣,che4,pull/obstruct/hinder/draw
3597,劾,劾,he2,impeach
3598,沥,瀝,li4,drip
3599,粱,粱,liang2,sorghum
3600,嚓,嚓,cha1,
3601,惮,憚,dan4,dread/fear/dislike
3602,氖,氖,nai3,neon
3603,捎,捎,shao1,bring or take (along)
3604,羔,羔,gao1,lamb
3605,俟,俟,si4,until/wait for
3606,渲,渲,xuan4,wash (color)
3607,榄,欖,lan3,olive
3608,茧,繭,jian3,cocoon
3609,霓,霓,ni2,rainbow
3610,鹉,鵡,wu3,parrot
3611,胥,胥,xu1,all/assist/to store
3612,琶,琶,pa2,(mus. instr.)
3613,撬,撬,qiao4,to lift
3614,橘,橘,ju2,tangerine
3615,醫,醫,yi1,
3616,拈,拈,nian1,
3617,笆,笆,ba1,an article made of bamboo strips/fence
3618,痊,痊,quan2,recover (from illness)
3619,亟,亟,ji2/qi4,"urgent, repeatedly/frequently"
3620,渭,渭,wei4,name of a river
3621,狙,狙,ju1,(ape)/to spy/lie in ambush
3622,珂,珂,ke1,jade-like stone
3623,刨,刨,bao4/pao2,"a plane/to plane/level or make smooth, a plane/to plane, eliminate/to dig/to question"
3624,蜕,蛻,tui4,exuviae of insects or reptiles
3625,谚,諺,yan4,proverb
3626,憧,憧,chong1,irresolute/unsettled
3627,瞟,瞟,piao3,cast a glance
3628,馒,饅,man2,steamed bread
3629,拗,拗,ao4/niu4,"bend/break in two, stubborn/contrary"
3630,帚,帚,zhou3,broom
3631,钗,釵,chai1,hairpin
3632,哧,哧,chi1,
3633,喋,喋,die2,flowing flood/to chatter
3634,箫,簫,xiao1,(flute)/pan pipes/xiao - a vertical bamboo flute
3635,刁,刁,diao1,artful/wicked
3636,怦,怦,peng1,impulsive
3637,缭,繚,liao2,lines for a sail/wind round
3638,迥,迥,jiong3,distant
3639,湄,湄,mei2,brink/edge
3640,磐,磐,pan2,firm/stable/rock
3641,渝,渝,yu2,Chongqing
3642,冗,冗,rong3,extraneous
3643,闵,閔,min3,(surname)/feel compassion for
3644,噶,噶,ga2,(phonetic)
3645,黏,黏,nian2,sticky
3646,蕃,蕃,fan2/fan1,flourishing/to reproduce
3647,弼,弼,bi4,assist
3648,驿,驛,yi4,remount stations
3649,淄,淄,zi1,black/name of a river
3650,饺,餃,jiao3,dumplings with meat filling
3651,踞,踞,ju4,be based upon/squat
3652,韬,韜,tao1,bow case/to cover
3653,婷,婷,ting2,graceful
3654,唆,唆,suo1,incite/suck
3655,蜒,蜒,yan2,slug
3656,偎,偎,wei1,to cuddle
3657,榨,榨,zha4,salted vegetable/to extract
3658,漉,漉,lu4,strain liquids
3659,碉,碉,diao1,Tibetan stone house
3660,皈,皈,gui1,comply with/follow
3661,矜,矜,jin1,boast/esteem/sympathize
3662,笈,笈,ji2,trunks (for books)
3663,枷,枷,jia1,cangue
3664,鲨,鯊,sha1,shark
3665,蹑,躡,nie4,chase/step/tread
3666,瀚,瀚,han4,ocean/vastness
3667,酪,酪,lao4,Chinese cream/cheese
3668,谑,謔,xue4,
3669,癖,癖,pi3,habit/hobby
3670,烬,燼,jin4,ashes/embers
3671,揩,揩,kai1,wipe
3672,炙,炙,zhi4,broil
3673,蜷,蜷,quan2,Melania libertina/wriggle (as a worm)
3674,侏,侏,zhu1,dwarf
3675,凋,雕,diao1,withered
3676,漪,漪,yi1,ripple
3677,悻,悻,xing4,angry
3678,蹋,蹋,ta4,step on
3679,讪,訕,shan4,abuse/slander
3680,搐,搐,chu4,lead/pull
3681,碘,碘,dian3,iodine
3682,帛,帛,bo2,silk
3683,诠,詮,quan2,explain/comment
3684,碾,碾,nian3,stone roller
3685,擂,擂,lei2/lei4,"beat/to grind, beat (a drum)"
3686,苯,苯,ben3,benzene
3687,诃,訶,he1,to blame/ridicule in loud voice
3688,铎,鐸,duo2,large ancient bell
3689,戊,戊,wu4,5th heavenly stem
3690,荀,荀,xun2,(surname)
3691,驹,駒,ju1,colt
3692,攫,攫,jue2,seize (bird or animal)
3693,憬,憬,jing3,awaken
3694,哽,哽,geng3,choking
3695,踵,踵,zhong3,arrive/follow/heel
3696,蟒,蟒,mang3,Python molurus
3697,漾,漾,yang4,d (23rd)/ripples
3698,啧,嘖,ze2,(interj. of admiration or of disgust)/to click one's tongue/to attempt to (find an opportunity to) speak
3699,吮,吮,shun3,to suck
3700,楠,楠,nan2,Machilus nanmu
3701,氟,氟,fu2,fluorine
3702,怂,慫,song3,arouse
3703,叼,叼,diao1,(v) hold sth in the mouth
3704,竣,竣,4-Jun,complete/finish
3705,偕,偕,jie1/xie2,"in company with, in company with"
3706,漩,漩,xuan2,eddy
3707,蹭,蹭,ceng2/ceng4,"rub, rub against/walk slowly"
3708,翌,翌,yi4,bright/tomorrow
3709,臆,臆,yi4,feelings/opinion/thoughts
3710,挝,撾,zhua1/wo1,beat
3711,绚,絢,xuan4,adorned/swift
3712,崽,崽,zai3,young of animals
3713,糜,糜,mi2,dissolved/rice-gruel/wasted
3714,瘢,瘢,ban1,mark/scar on the skin
3715,跤,跤,jiao1,bones of leg/wrestle
3716,阑,闌,lan2,door-screen/exhausted/late
3717,恬,恬,tian2,"quiet, calm, tranquil, peaceful"
3718,豢,豢,huan4,feed pigs and dogs/to rear
3719,汶,汶,wen4,name of a river
3720,跷,蹺,qiao1,raise one's foot
3721,琵,琵,pi2,(mus. instr.)
3722,憨,憨,han1,silly/simple-minded
3723,蜗,蝸,wo1,
3724,螅,螅,xi1,(intestinal worm)
3725,惴,惴,zhui4,anxious/worried
3726,戟,戟,ji3,a lance with two points
3727,匮,匱,kui4,(surname)/lacking/empty/exhausted
3728,恙,恙,yang4,sickness
3729,抿,抿,min3,purse up (lips)/to smooth
3730,桢,楨,zhen1,evergreen shrub
3731,笺,箋,jian1,letter/note-paper
3732,蛤,蛤,ge2/ha2,"clam, frog/toad"
3733,瞳,瞳,tong2,pupil of the eye
3734,藥,藥,yao4,
3735,瓢,瓢,piao2,dipper/ladle
3736,衹,衹,ti3,
3737,秤,秤,cheng3/cheng4,"steel yard/scales, steelyard"
3738,跺,跺,duo4,(v) stamp one's foot
3739,潦,潦,lao3/liao2,flooded/heavy rain
3740,芹,芹,qin2,Chinese celery
3741,哒,噠,da1,(phonetic)/command to a horse/clatter (of horses' hoofs)
3742,饬,飭,chi4,keep in order/stern/to order/direct
3743,栩,栩,xu3,Quercus serrata
3744,曦,曦,xi1,light of day
3745,骷,骷,ku1,skeleton
3746,嫡,嫡,di2,first wife/son of first wife
3747,卤,鹵,lu3,"brine/salt/gravy, crass/halogen/salt/brine"
3748,丕,丕,pi1,grand
3749,鬓,鬢,bin4,temples/hair on the temples
3750,梓,梓,zi3,Catalpa kaempferi
3751,嗖,嗖,sou1,
3752,惦,惦,dian4,"think of, remember, miss"
3753,浚,浚,jun4/xun4,deepen/enlighten/profound
3754,咔,哢,ka1,
3755,藐,藐,miao3,despise/small
3756,荃,荃,quan2,(fragrant plant)
3757,唧,唧,ji1,(onomat.)/to pump (water)
3758,玺,璽,xi3,ruler's seal
3759,汛,汛,xun4,high water/sprinkle water
3760,铐,銬,kao4,"shackles, manacle"
3761,髅,髏,lou2,skull
3762,渤,渤,bo2,Gulf of Chili
3763,皿,皿,min3,
3764,箍,箍,gu1,hoop/bind with hoops
3765,馅,餡,xian4,stuffing/forcemeat
3766,汾,汾,fen2,name of a river
3767,戍,戍,shu4,garrison
3768,痔,痔,zhi4,piles/hemorrhoid
3769,褶,褶,xi2/zhe3,"(arch.) court dress, pleat/crease"
3770,聆,聆,ling2,apprehend/hear/listen
3771,涎,涎,xian2,saliva/shamelessly
3772,汞,汞,gong3,mercury
3773,渍,漬,zi4,saturate/soak
3774,奂,奐,huan4,(surname)/excellent
3775,巅,巔,dian1,summit
3776,疣,疣,you2,nodule/wart
3777,傩,儺,nuo2,exorcise demons
3778,逵,逵,kui2,crossroads/thoroughfare
3779,耆,耆,qi2,man of sixty or seventy
3780,蟋,蟋,xi1,cricket
3781,鳄,鱷,e4,crocodile/alligator
3782,讹,訛,e2,error/exhort/false
3783,膺,膺,ying1,breast/receive
3784,蹿,躥,cuan1,jump up
3785,筏,筏,fa2,raft (of logs)
3786,釜,釜,fu3,kettle/caldron
3787,沂,沂,yi2,name of a river
3788,坯,坯,pi1,unburnt earthenware
3789,峦,巒,luan2,mountain ranges
3790,茬,茬,cha2,
3791,摒,摒,bing4,arrange/drive off/expel
3792,蟀,蟀,shuai4,cricket
3793,撵,攆,nian3,expel
3794,浒,滸,hu3,bank of a river
3795,缤,繽,bin1,helter-skelter/mixed colors/in confusion
3796,嵋,嵋,mei2,name of a mountain in Sichuan
3797,珑,瓏,long2,tinkling of gem-pendants
3798,苞,苞,bao1,flower calyx/luxuriant/profuse
3799,瑾,瑾,jin3,brilliancy (of gems)
3800,泵,泵,beng4,
3801,钾,鉀,jia3,potassium
3802,暧,曖,ai4,obscure/clandestine
3803,赓,賡,geng1,continue (as a song)
3804,叟,叟,sou3,old gentleman
3805,佚,佚,yi4,(surname)/idle
3806,沓,沓,ta4,(surname)/again and again/many
3807,撂,撂,liao4,to leave (it)
3808,蛊,蠱,gu3,insanity/poison
3809,甥,甥,sheng1,nephew
3810,璐,璐,lu4,(jade)
3811,晏,晏,yan4,(surname)/late/quiet
3812,瘪,癟,bie3,deflated/shriveled/sunken/empty
3813,漳,漳,zhang1,name of a river
3814,阉,閹,yan1,castrate
3815,蹂,蹂,rou2,trample
3816,鳃,鰓,sai1,gills of fish
3817,琏,璉,lian3,
3818,湃,湃,pai4,sound of waves
3819,辘,轆,lu4,windlass
3820,僭,僭,jian4,usurp
3821,躏,躪,lin4,
3822,鼾,鼾,han1,snore
3823,懵,懵,meng3,stupid
3824,镰,鐮,lian2,scythe/sickle
3825,寐,寐,mei4,sleep soundly
3826,褚,褚,chu3,(surname)
3827,攥,攥,zuan4,
3828,涧,澗,jian4,mountain stream
3829,蝙,蝙,bian1,bat
3830,脐,臍,qi2,navel
3831,辕,轅,yuan2,shafts of cart/yamen
3832,涣,渙,huan4,disperse expansive (of river)
3833,杞,杞,qi3,(willow)/name of a feudal state
3834,煜,煜,yu4,brilliant/glorious
3835,骥,驥,ji4,thoroughbred horse/refined and virtuous
3836,傣,傣,dai3,the Dai minority living in South China
3837,嗳,噯,ai3/ai4,"(interj. of disapproval), (interj. of regret)"
3838,祯,禎,zhen1,auspicious/lucky
3839,酉,酉,you3,10th earthly branch/5-7 p.m.
3840,秸,稭,jie1,
3841,捺,捺,na4,(downwards-right concave character stroke)/press down firmly
3842,瑕,瑕,xia2,blemish/flaw in jade
3843,鑫,鑫,xin1,(used in names)
3844,馋,饞,chan2,gluttonous/greedy
3845,窿,窿,long2,cavity/hole
3846,楔,楔,xie1,to wedge/wedge
3847,胱,胱,guang1,bladder
3848,荔,荔,li4,litchi
3849,蟆,蟆,ma2/ma,"toad, toad"
3850,湍,湍,tuan1,to rush (of water)
3851,屹,屹,yi4,high and steep
3852,遐,遐,xia2,abandon/distant
3853,轲,軻,ke1,given name of Mencius
3854,镯,鐲,zhuo2,bracelet
3855,缰,韁,jiang1,
3856,桦,樺,hua4,Betula japonica
3857,炖,燉,dun4,"stew slowly, stew"
3858,钡,鋇,bei4,barium
3859,羚,羚,ling2,antelope
3860,啬,嗇,se4,stingy
3861,诩,詡,xu3,brag/harmony/make known
3862,绯,緋,fei1,dark red/purple silk
3863,掖,掖,ye1/ye4,tuck (in)
3864,箓,箓,lu4,
3865,涸,涸,he2,to dry/to dry up
3866,鸳,鴛,yuan1,mandarin duck
3867,塾,塾,shu2,private tutorage
3868,呸,呸,pei1,to spit (in contempt)
3869,抡,掄,lun1/lun2,"whirl (one's arm), select"
3870,擞,擻,sou3,shake/trembling
3871,熹,熹,xi1,bright/warm
3872,坷,坷,ke3,uneven (path)/unfortunate (in life)
3873,瓮,甕,weng4,earthen jar/urn
3874,亘,亙,gen4,extend across/through
3875,嗟,嗟,jie1/jue1,"sigh, sigh"
3876,筵,筵,yan2,bamboo mat for sitting
3877,跛,跛,bo3,lame/crippled
3878,汕,汕,shan4,Swatow
3879,欤,歟,yu2,(interrog. part.)
3880,壑,壑,he4,gully
3881,颍,潁,ying3,
3882,溥,溥,pu3,extensive/pervading
3883,姗,姍,shan1,deprecate/lithe (of woman's walk)
3884,踊,踴,yong3,leap
3885,枭,梟,xiao1,brave/owl/strix uralensis
3886,暄,暄,xuan1,genial and warm
3887,稷,稷,ji4,(millet)
3888,跚,跚,shan1,limp
3889,涟,漣,lian2,ripple/tearful
3890,瀛,瀛,ying2,ocean
3891,笙,笙,sheng1,(mus. instr.)
3892,滕,滕,teng2,(surname)/place name
3893,踝,踝,huai2,ankle (bone)
3894,贰,貳,er4,two (fraud-proof)
3895,瞰,瞰,kan4,bird's-eye view/glance
3896,恻,惻,ce4,sorrowful
3897,嚏,嚏,ti4,sneeze
3898,迢,迢,tiao2,remote
3899,獗,獗,jue2,unruly/rude
3900,邯,邯,han2,name of a district in Hebei
3901,睑,瞼,jian3,eyelid
3902,赡,贍,shan4,to support/provide for
3903,萦,縈,ying2,wind around
3904,珥,珥,er3,pearl or jade earring
3905,酮,酮,tong2,ketone
3906,璞,璞,pu2,unpolished gem
3907,羹,羹,geng1,soup
3908,缄,緘,jian1,letters/to close/seal
3909,晾,晾,liang4,to dry in the air
3910,俸,俸,feng4,salary
3911,媲,媲,pi4,to match/to pair
3912,鸾,鸞,luan2,(mythical bird)
3913,恿,恿,yong3,urge/incite
3914,蜿,蜿,wan1,to move (as snake)
3915,犊,犢,du2,calf/sacrificial victim
3916,讷,訥,ne4,large/speak cautiously
3917,扈,扈,hu4,retinue
3918,蜈,蜈,wu2,centipede
3919,翟,翟,di2/zhai2,"long-tail pheasant, (surname)"
3920,藕,藕,ou3,root of lotus
3921,戌,戌,xu1,11th earthly branch/7-9 p.m.
3922,蓓,蓓,bei4,(flower) bud
3923,鋆,鋆,yun2,
3924,谩,謾,man2/man4,"deceive, disrespect/neglect/slight"
3925,谀,諛,yu2,flatter
3926,卯,卯,mao3,4th earthly branch/5-7 a.m.
3927,谙,諳,an1,be versed in/know well
3928,岐,岐,qi2,divergent/side road/steep
3929,蝎,蠍,xie1,scorpion
3930,荼,荼,tu2,Sonchus oleraceus
3931,镀,鍍,du4,#NAME?
3932,椰,椰,ye1,
3933,甄,甄,zhen1,(surname)/to mold
3934,蟾,蟾,chan2,moon/(striped) toad
3935,蹊,蹊,xi1/qi1,footpath
3936,泞,濘,ning4,muddy
3937,撸,擼,lu1,
3938,螃,螃,pang2,crab
3939,檬,檬,meng2,lemon
3940,猓,猓,guo3,
3941,蔷,薔,qiang2,wild rose
3942,羲,羲,xi1,(surname)/name of an emperor
3943,瘸,瘸,que2,lame
3944,蘸,蘸,zhan4,"to dip in (ink, sauce, etc.)"
3945,蔗,蔗,zhe4,sugar cane
3946,傀,傀,gui1/kui3,"grand/strange/exotic, puppet"
3947,蚌,蚌,bang4,oysters/mussels
3948,锢,錮,gu4,obstinate disease/restrain/to stop
3949,遽,遽,ju4,hurry/fast/suddenly
3950,邃,邃,sui4,deep/distant/mysterious
3951,恚,恚,hui4,rage
3952,皑,皚,ai2,"white (of snow, etc.)"
3953,锵,鏘,qiang1,tinkling of small bells
3954,簌,簌,su4,dense vegetation/sieve
3955,焙,焙,bei4,to dry over a fire/to bake
3956,昊,昊,hao4,clear summer sky/vast
3957,鹳,鸛,guan4,crane/stork
3958,睽,睽,kui2,separated/stare
3959,刽,劊,gui4,"amputate, cut off"
3960,鳖,鱉,bie1,turtle
3961,噎,噎,ye1,choke
3962,呗,唄,bai4/bei,to chant
3963,寰,寰,huan2,large domain
3964,唷,唷,yo1,(exclamatory part.)
3965,殡,殯,bin4,a funeral/to encoffin a corpse/to carry to burial
3966,淖,淖,nao4,(surname)/slush/mud
3967,诰,誥,gao4,enjoin/grant (a title)
3968,恣,恣,zi4,throw off restraint
3969,睐,睞,lai4,gaze/stare
3970,婵,嬋,chan2,beautiful/graceful
3971,榈,櫚,lu:2/lv2,palm tree
3972,氦,氦,hai4,helium
3973,靳,靳,jin4,(surname)/martingale/stingy
3974,蛹,蛹,yong3,chrysalis/pupa
3975,鸯,鴦,yang1,mandarin duck
3976,惬,愜,qie4,cheerful/satisfied
3977,蹙,蹙,cu4,urgent/wrinkled/contracted/to kick
3978,诙,詼,hui1,whimsical/humorous
3979,眈,眈,dan1,gaze intently
3980,罡,罡,gang1,(stars)
3981,缮,繕,shan4,make a fair copy of
3982,胤,胤,yin4,heir/inherit
3983,皋,臯,gao1,bank/marsh
3984,蛀,蛀,zhu4,termite/to bore (of insects)
3985,偌,偌,ruo4,so/such/to such a degree
3986,疵,疵,ci1,blemish/flaw/defect
3987,绛,絳,jiang4,purple-red
3988,葆,葆,bao3,dense foliage/to cover
3989,黔,黔,qian2,an old name for Guizhou (贵州) province
3990,喙,喙,hui4,beak/to pant
3991,烽,烽,feng1,beacon fire
3992,儡,儡,lei3,injure/puppet
3993,佼,佼,jiao3,handsome
3994,斓,斕,lan2,variegated/parti-colored
3995,嫔,嬪,pin2,virtuous woman
3996,颚,顎,e4,jaw/palate
3997,龈,齦,ken3/yin2,"gnaw/bite, gums"
3998,盅,盅,zhong1,cup
3999,娓,娓,wei3,active/comply with
4000,坂,阪,ban3,
4001,町,町,ting3/ding1,raised path between fields
4002,芥,芥,jie4,mustard
4003,瘠,瘠,ji2,barren/lean
4004,阂,閡,he2,obstruct
4005,挎,挎,kua4,(v) carry on one's arm/(v) carry over one's shoulder or slung on one's side
4006,橇,橇,qiao1,
4007,荟,薈,hui4,flourish
4008,啜,啜,chuo4,drink/taste/sip/suck
4009,垛,垛,duo3/duo4,"battlement/target, pile"
4010,淇,淇,qi2,name of a river
4011,瓒,瓚,zan4,libation cup
4012,篓,簍,lou3,deep basket
4013,虱,虱,shi1,louse
4014,跻,躋,ji1,go up
4015,龛,龕,kan1,niche/shrine
4016,蹒,蹣,pan2,limp
4017,髯,髯,ran2,beard/whiskers
4018,瞠,瞠,cheng1,stare at something beyond reach
4019,痫,癇,xian2,epilepsy/insanity
4020,掂,掂,dian1,weigh in the hand
4021,潼,潼,tong2,high/name of a pass
4022,酰,酰,xian1,(chem.) -acyl/acid radical
4023,镁,鎂,mei3,magnesium
4024,灸,灸,jiu3,cauterize
4025,腆,腆,tian3,make strong (as liquors)/virtuous
4026,筱,筱,xiao3,dwarf bamboo/thin bamboo
4027,谆,諄,zhun1,repeatedly (in giving advice)
4028,骋,騁,cheng3,hasten/run/open up/gallop
4029,壬,壬,ren2,9th heavenly stem
4030,茗,茗,ming2,Thea sinensis/young leaves of tea
4031,椋,椋,liang2,fruit
4032,蛔,蛔,hui2,roundworm/Ascaris lumbricoides
4033,潺,潺,chan2,flow/trickle (of water)
4034,扉,扉,fei1,door with only one leaf
4035,耘,耘,yun2,to weed
4036,槟,檳,bin1/bing1,"areca/the areca nut palm, areca"
4037,雹,雹,bao2,hail
4038,甬,甬,yong3,5 pecks (M)/Ningpo
4039,谥,謚,shi4,confer such title/posthumous title
4040,淞,淞,song1,name of a river
4041,燎,燎,liao2,singe
4042,蕙,蕙,hui4,Coumarouna odorata
4043,蚪,蚪,dou3,tadpole
4044,蜻,蜻,qing1,dragonfly
4045,郸,鄲,dan1,name of a district in Hebei
4046,轶,軼,yi4,disperse/put in order/surpass
4047,狰,猙,zheng1,hideous/fierce-looking
4048,楣,楣,mei2,lintel
4049,捋,捋,lu:3/luo1/lv3,"stroke (beard), strip (cow, leaves, branch)"
4050,涓,涓,juan1,(surname)/brook/to select
4051,荪,蓀,sun1,fragrant grass
4052,娄,婁,lou2,(star)/(surname)
4053,麝,麝,she4,musk deer
4054,蚤,蚤,zao3,flea
4055,薰,薰,xun1,Coumarouna odorata
4056,醮,醮,jiao4,perform sacrifice
4057,搪,搪,tang2,keep out
4058,谧,謐,mi4,quiet
4059,湮,湮,yan1/yin1,"obscured/submerged, obscured/submerged"
4060,辍,輟,chuo4,stop/cease/suspend
4061,瞌,瞌,ke1,doze off/sleepy
4062,梆,梆,bang1,watchman's rattle
4063,樟,樟,zhang1,camphor/Cinnamonum camphara
4064,茉,茉,mo4,jasmine
4065,岖,嶇,qu1,rugged
4066,臼,臼,jiu4,mortar
4067,癣,癬,xuan3,ringworm
4068,穑,穡,se4,gather in harvest
4069,玷,玷,dian4,blemish/disgrace/flaw in jade
4070,馍,饃,mo2,small loaf of steamed bread
4071,呷,呷,xia1/ga1,"suck, swallow, drink"
4072,萼,萼,e4,stem and calyx of flower
4073,妩,嫵,wu3,flatter/to please
4074,伫,佇,zhu4,wait/look towards/turn one's back on
4075,彤,彤,tong2,(surname)/red
4076,莓,莓,mei2,strawberry
4077,岬,岬,jia3,cape (geog.)
4078,媛,媛,yuan2/yuan4,"a beauty, a beauty"
4079,惆,惆,chou2,forlorn/vexed/disappointed
4080,鳎,鰨,ta3,
4081,啾,啾,jiu1,wailing of child/chirp
4082,囔,囔,nang1,"muttering, indistinct speech"
4083,蜓,蜓,ting2,dragonfly
4084,孺,孺,ru2,(surname)/child
4085,徇,徇,xun4,"buried with dead/die for a cause, follow/quick"
4086,徵,徵,zheng1/zhi3,"levy (troops or taxes), note in Chinese musical scale"
4087,焊,焊,han4,"welding, to solder/weld by heat"
4088,岱,岱,dai4,name of a mountain in Shandong
4089,昵,昵,ni4,familiar/to approach
4090,卅,卅,sa4,thirty
4091,飙,飆,biao1,whirlwind
4092,邙,邙,mang2,name of a hill
4093,痞,痞,pi3,swelling of the liver
4094,隼,隼,sun3,
4095,恫,恫,dong4,frighten
4096,怆,愴,chuang4,mournful/sad/grieved/sorry
4097,桀,桀,jie2,(emperor of Xia dynasty)/cruel
4098,绶,綬,shou4,cord on a seal
4099,裆,襠,dang1,crotch/seat of a pair of trousers
4100,盂,盂,yu2,container/cup
4101,桧,檜,gui4,Juniperus chinensis
4102,蚓,蚓,yin3,earthworm
4103,抠,摳,kou1,dig out (with finger)/stingy
4104,嗷,嗷,ao2,loud clamor/the sound of wailing
4105,槌,槌,chui2,hammer/mallet/pestle
4106,痘,痘,dou4,small pox
4107,痢,痢,li4,dysentery
4108,芮,芮,rui4,(surname)/small
4109,蚣,蚣,gong1,scolopendra centipede
4110,闩,閂,shuan1,to bolt
4111,铿,鏗,keng1,jingling of metals/to strike
4112,飓,颶,ju4,hurricane
4113,疱,皰,pao4,
4114,蝌,蝌,ke1,tadpole
4115,撅,撅,jue1,break off/stick up (as a tail)
4116,蚯,蚯,qiu1,earthworm
4117,斡,斡,wo4,to turn
4118,窠,窠,ke1,nest
4119,荚,莢,jia2,pod
4120,耷,耷,da1,
4121,砚,硯,yan4,ink-stone
4122,牒,牒,die2,(official) document/dispatch
4123,赈,賑,zhen4,to relieve (the distressed)
4124,煦,煦,xu4,
4125,嗫,囁,nie4,move the mouth as in speaking
4126,耙,耙,ba4/pa2,"a rake/harrow, a rake"
4127,榕,榕,rong2,banyan tree/Ficus wightiana
4128,鞑,韃,da2,Tartar/a tribe in China
4129,袤,袤,mao4,length/distance from north to south
4130,谌,諶,chen2,(surname)/faithful/sincere
4131,醺,醺,xun1,helplessly intoxicated
4132,秆,稈,gan3,stalks of grain
4133,徨,徨,huang2,irresolute
4134,橹,櫓,lu3,sculling oar
4135,翡,翡,fei3,green jade/kingfisher
4136,缨,纓,ying1,tassel of hat
4137,锹,鍬,qiao1,shovel/to dig
4138,嵇,嵇,ji1,(surname)/name of a mountain
4139,圪,圪,ge1,(phonetic)
4140,髻,髻,ji4,
4141,嗬,嗬,he1,
4142,辎,輜,zi1,milit. supply
4143,痣,痣,zhi4,birthmark/mole
4144,娩,娩,mian3/wan3,"give birth to a child, complaisant/agreeable"
4145,谄,諂,chan3,flatter/cajole
4146,蛐,蛐,qu1,cricket
4147,鹞,鷂,yao4,sparrow hawk/Accipiter nisus
4148,翱,翺,ao2,soar/hover
4149,庖,庖,pao2,kitchen
4150,籁,籟,lai4,music/musical pipe with 3 reeds
4151,蓿,蓿,xu,
4152,鳗,鰻,man2,eel/Anguilla lostoniensis
4153,疟,瘧,nue4/yao4,"malaria, malaria"
4154,鲇,鮎,nian2,
4155,這,這,zhe4,
4156,嚅,嚅,ru2,chattering
4157,瘀,瘀,yu1,hematoma/contusion/extravasted
4158,颔,頷,han4,chin/nod assent
4159,黜,黜,chu4,dismiss/expel
4160,黠,黠,xia2,(phonetic)/crafty
4161,濑,瀨,lai4,name of a river/rushing of water
4162,馁,餒,nei3,hungry
4163,洵,洵,xun2,truly/whirlpool
4164,忐,忐,tan3,nervous
4165,忑,忑,te4,nervous
4166,砥,砥,di3,baffle (pier)/whetstone
4167,咂,咂,za1,smack one's lips
4168,罹,罹,li2,happen to/sorrow/suffer from
4169,糠,糠,kang1,husk
4170,匝,匝,za1,go round
4171,偃,偃,yan3,(surname)/to lie supine/to stop/to fall down
4172,淙,淙,cong2,noise of water
4173,纫,紉,ren4,to string/to thread (needle)
4174,喏,喏,re3/nuo4,to salute/make one's curtsy
4175,闾,閭,lu:2/lv2,gate of a village/village
4176,祛,祛,qu1,to exercise
4177,蛰,蟄,zhe2/zhi2,"hibernate, hibernate"
4178,腼,靦,mian3,
4179,涝,澇,lao4,flooded
4180,曜,曜,yao4,dazzle/glorious
4181,厩,廄,jiu4,a stable
4182,疽,疽,ju1,gangrene
4183,闰,閏,run4,intercalary
4184,洄,洄,hui2,eddy/whirlpool
4185,煊,煊,xuan1,
4186,汐,汐,xi1,
4187,藓,蘚,xian3,mosses on damp walls
4188,璜,璜,huang2,semi-circular jade ornament
4189,铬,鉻,ge4,chromium
4190,經,經,jing1,
4191,渥,渥,wo4,enrich/moisten
4192,靼,靼,da2,(phonetic)/dressed leather
4193,酗,酗,xu4,drunk
4194,苓,苓,ling2,fungus/tuber
4195,噤,噤,jin4,unable to speak/silent
4196,咫,咫,zhi3,8 in. length unit of Zhou dynasty
4197,椿,椿,chun1/chun2,"Cedrela chinensis/father, tree of heaven"
4198,鲫,鯽,ji4,bastard carp/sand perch
4199,锭,錠,ding4,ingot
4200,罔,罔,wang3,deceive/there is none
4201,锺,鍾,zhong1,(ancient measure)/(surname)
4202,匍,匍,pu2,crawl/lie prostrate
4203,祗,祗,zhi1,respectful (ly)
4204,锰,錳,meng3,manganese
4205,岌,岌,ji2,lofty peak/perilous
4206,馀,餘,yu2,remainder
4207,畹,畹,wan3,a field of 20 or 30 mu
4208,糯,糯,nuo4,glutinous rice
4209,胫,脛,jing4,lower part of leg
4210,熠,熠,yi4,to glow/flash
4211,銮,鑾,luan2,imperial
4212,沅,沅,yuan2,name of a river
4213,棣,棣,di4,Kerria japonica
4214,旌,旌,jing1,banner/make manifest
4215,豌,豌,wan1,peas
4216,孢,孢,bao1,spore
4217,镭,鐳,lei2,radium
4218,驸,駙,fu4,prince consort
4219,腌,腌,yan1,to salt/pickle
4220,盹,盹,dun3,doze/nap
4221,熵,熵,shang1,entropy
4222,镐,鎬,gao3/hao4,"a pick, bright/place name/stove"
4223,馐,饈,xiu1,delicacies
4224,嘤,嚶,ying1,calling of birds
